timestamp,ball_number,team_1_name,team_1_runs,team_1_wickets,team_2_name,team_2_runs,team_2_wickets
2025-05-27 08:37:53,16.1,Lucknow Super Giants,186,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:38:18,16.2,Lucknow Super Giants,186,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:38:44,16.2,Lucknow Super Giants,186,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:39:09,16.3,Lucknow Super Giants,186,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:39:34,16.4,Lucknow Super Giants,189,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:40:01,16.4,Lucknow Super Giants,189,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:40:29,16.5,Lucknow Super Giants,190,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:40:53,16.6,Lucknow Super Giants,191,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:41:19,16.6,Lucknow Super Giants,191,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:41:46,16.6,Lucknow Super Giants,191,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:42:11,17.1,Lucknow Super Giants,191,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:42:35,17.1,Lucknow Super Giants,191,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:43:01,17.1,Lucknow Super Giants,191,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:43:25,17.1,Lucknow Super Giants,191,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:43:53,17.2,Lucknow Super Giants,195,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:44:17,17.2,Lucknow Super Giants,195,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:44:43,17.3,Lucknow Super Giants,196,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:45:10,17.3,Lucknow Super Giants,196,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:45:36,17.4,Lucknow Super Giants,197,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:46:02,17.5,Lucknow Super Giants,201,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:46:28,17.5,Lucknow Super Giants,201,2,Royal Challengers Bengaluru,N/A,N/A
2025-05-27 08:46:54,17.5,Lucknow Super Giants,201,2,Royal Challengers Bengaluru,N/A,N/A
